cg0001	chromosomal replication initiation protein
cg0564	50S ribosomal protein L1
cg0565	putative regulatory protein
cg0566	4-aminobutyrate aminotransferase
cg0567	NAD-dependent aldehyde dehydrogenase
cg0568	amino acid permease
cg0569	cation transport ATPase
cg0570	hypothetical protein
cg0571	hypothetical protein
cg0572	50S ribosomal protein L10
cg0573	50S ribosomal protein L7/L12
cg0575	hypothetical protein
cg0576	DNA-directed RNA polymerase subunit beta
cg0577	DNA-directed RNA polymerase subunit beta'
#N/A	hypothetical protein
cg0579	transcriptional regulator
cg0580	hypothetical protein
cg0581	30S ribosomal protein S12
cg0582	30S ribosomal protein S7
cg0583	elongation factor G
0	hypothetical protein
cg0587	elongation factor Tu
cg0588	hypothetical protein
cg0589	ABC-type transporter, ATPase component
cg0590	ABC-type transporter, permease component
cg0591	ABC-type transporter, permease component
cg0592	acetyl-CoA hydrolase
cg0593	30S ribosomal protein S10
cg0594	50S ribosomal protein L3
cg0596	50S ribosomal protein L4
cg0597	50S ribosomal protein L23
cg0598	50S ribosomal protein L2
cg0599	30S ribosomal protein S19
cg0600	50S ribosomal protein L22
cg0601	30S ribosomal protein S3
cg0602	50S ribosomal protein L16
cg0603	50S ribosomal protein L29
cg0604	30S ribosomal protein S17
cg0606	hypothetical protein
cg0607	hypothetical protein
cg0608	50S ribosomal protein L14
cg0609	50S ribosomal protein L24
cg0610	50S ribosomal protein L5
cg0611	hypothetical protein
cg0612	aldo/keto reductase
cg0614	hypothetical protein
cg0616	formate dehydrogenase accessory protein
cg0617	hypothetical protein
cg0618	putative formate dehydrogenase
cg0620	hypothetical protein
cg0621	putative integral membrane protein
cg0622	ABC-type cobalt transport system, ATPase component
cg0623	ABC-type cobalt transport system, permease component
cg0624	hypothetical protein
cg0625	hypothetical protein
cg0627	acetyltransferase
cg0628	30S ribosomal protein S8
cg0629	50S ribosomal protein L6
cg0630	50S ribosomal protein L18
cg0631	30S ribosomal protein S5
cg0632	50S ribosomal protein L30
cg0634	50S ribosomal protein L15
cg0635	NAD-dependent aldehyde dehydrogenase
cg0636	hypothetical protein
cg0637	NAD-dependent aldehyde dehydrogenase
cg0638	hypothetical protein
cg0639	putative reductase
cg0640	ferredoxin
cg0641	dehydrogenase
cg0642	hypothetical protein
cg0644	phosphoenolpyruvate synthase/pyruvate phosphate dikinase-like protein
cg0645	cytochrome P450
cg0646	transcriptional regulator
cg0647	preprotein translocase subunit SecY
cg0648	adenylate kinase
cg0649	methionine aminopeptidase
cg0650	hypothetical protein
cg0651	translation initiation factor IF-1
cg0652	30S ribosomal protein S13
cg0653	30S ribosomal protein S11
cg0654	30S ribosomal protein S4
cg0655	DNA-directed RNA polymerase subunit alpha
cg0656	50S ribosomal protein L17
cg0657	tRNA pseudouridine synthase A
cg0658	hypothetical protein
cg0659	putative acetyltransferase
cg0660	hypothetical protein
cg0661	hypothetical protein
cg0662	FAD/FMN-containing dehydrogenase
cg0663	putative cyclopropane-fatty-acyl-phospholipid synthase
cg0664	hypothetical protein
cg0665	subtilisin-like serine protease
cg0666	hypothetical protein
cg0668	DNA segregation ATPase FtsK/SpoIIIE family protein
cg0669	hypothetical protein
cg0671	hypothetical protein
cg0672	hypothetical protein
cg0673	50S ribosomal protein L13
cg0674	30S ribosomal protein S9
cg0675	phosphomannomutase
cg0676	hypothetical protein
cg0678	hypothetical protein
cg0679	hypothetical protein
cg0680	hypothetical protein
cg0681	alanine racemase
cg0682	hypothetical protein
cg0683	hypothetical protein
cg0684	putative aminopeptidase
cg0685	hypothetical protein
cg0686	acetyltransferase
cg0687	O-sialoglycoprotein endopeptidase
cg0688	hypothetical protein
cg0689	hypothetical protein
cg0690	co-chaperonin GroES
cg0693	chaperonin GroEL
cg0695	hypothetical protein
cg0696	RNA polymerase sigma factor SigD
cg0697	hypothetical protein
cg0698	hypothetical protein
cg0699	inositol-5-monophosphate dehydrogenase
cg0700	inositol-5-monophosphate dehydrogenase
cg0701	hypothetical protein
cg0702	transcriptional regulator
cg0703	bifunctional GMP synthase/glutamine amidotransferase protein
cg0704	hypothetical protein
cg0706	hypothetical protein
cg0707	two-component system sensor kinase
cg0709	two-component system response regulator
cg0710	hypothetical protein
cg0711	hypothetical protein
cg0712	hypothetical protein
cg0713	hypothetical protein
cg0714	hypothetical protein
cg0715	hypothetical protein
cg0716	hypothetical protein
cg0717	prenyltransferase
cg0718	C50 carotenoid epsilon cyclase
cg0719	C50 carotenoid epsilon cyclase
cg0720	putative phytoene dehydrogenase
cg0721	phytoene synthetase
cg0722	RND superfamily drug exporter
cg0723	geranylgeranyl pyrophosphate synthase
cg0725	MarR family transcriptional regulator
cg0726	lipocalin
cg0727	nucleoside-diphosphate-sugar epimerase
cg0728	deoxyribodipyrimidine photolyase
cg0730	cell wall biogenesis glycosyltransferase
cg0732	ABC transporter permease
cg0733	ABC-type transporter, ATPase component
cg0735	ABC-type transporter, permease component
cg0736	ABC-type transporter, ATPase component
cg0737	ABC-type transporter, periplasmic component
cg0738	error-prone DNA polymerase
cg0739	hypothetical protein
cg0740	hypothetical protein
cg0741	Mn-dependent transcriptional regulator
cg0742	hypothetical protein
cg0745	NAD-dependent deacetylase
cg0747	cytosine/adenosine deaminase
cg0748	ABC-type Fe3+-siderophores transport system, periplasmic component
cg0749	SpoU class rRNA methylase
cg0750	5,10-methylene-tetrahydrofolate dehydrogenase
cg0751	hypothetical protein
cg0752	flotillin-like protein
cg0753	hypothetical protein
cg0754	homoserine O-acetyltransferase
cg0755	O-acetylhomoserine aminocarboxypropyltransferase
cg0756	carbon starvation protein, membrane protein
0	hypothetical protein
0	hypothetical protein
cg0760	PEP phosphonomutase or related enzyme
cg0762	methylcitrate synthase
cg0763	malate/L-lactate dehydrogenase
cg0764	transcriptional regulator
cg0765	hypothetical protein
cg0766	monomeric isocitrate dehydrogenase (NADP+)
cg0767	hypothetical protein
cg0768	ABC-type transporter, ATPase component
cg0769	ABC-type transporter, permease component
cg0770	ABC-type transporter, permease component
cg0771	ABC-type transporter, periplasmic component
cg0772	arabinose efflux permease
cg0773	exonuclease III
cg0774	hypothetical protein
cg0775	hypothetical protein
cg0776	ABC-type transporter, periplasmic component
cg0777	ABC-type transporter, ATPase component
cg0778	ABC-type transporter, permease component
cg0779	tryptophanyl-tRNA synthetase
cg0780	hypothetical protein
cg0781	hypothetical protein
cg0782	D-alanyl-D-alanine carboxypeptidase
cg0783	hypothetical protein
cg0784	hypothetical protein
cg0785	hypothetical protein
cg0786	uracil phosphoribosyltransferase
cg0787	transcriptional regulator
cg0788	phosphomannomutase
cg0789	metal-dependent amidase/aminoacylase/carboxypeptidase
cg0790	flavoprotein disulfide reductase
cg0791	pyruvate carboxylase
cg0792	hypothetical protein
cg0793	hypothetical protein
cg0794	G3E family GTPase
cg0795	thioredoxin reductase
cg0796	hypothetical protein
cg0797	PEP phosphonomutase or related enzyme
cg0798	methylcitrate synthase
cg0799	hypothetical protein
cg0800	transcriptional regulator
cg0801	hypothetical protein
cg0802	acyl-CoA carboxylase
cg0803	thiosulfate sulfurtransferase
cg0806	hypothetical protein
cg0807	hypothetical protein
cg0808	acyltransferase
cg0809	Maf-like protein
cg0810	hypothetical protein
cg0811	detergent sensitivity rescuer dtsR2
cg0812	detergent sensitivity rescuer dtsR1
cg0814	biotin--protein ligase
cg0815	hypothetical protein
cg0816	phosphoribosylaminoimidazole carboxylase ATPase subunit
cg0817	K+ transporter
cg0819	hypothetical protein
cg0820	phosphoribosylaminoimidazole carboxylase catalytic subunit
cg0821	hypothetical protein
cg0822	hypothetical protein
cg0823	nitrilotriacetate monooxygenase
0	putative transposase
cg0825	3-ketoacyl-(acyl-carrier-protein) reductase
cg0826	hypothetical protein
cg0828	hypothetical protein
cg0829	hypothetical protein
cg0830	hypothetical protein
cg0831	ABC-type transporter, permease component
cg0832	ABC-type transporter, permease component
cg0833	hypothetical protein
cg0834	ABC-type transporter, periplasmic component
cg0835	ABC-type transporter, ATPase component
cg0836	hypothetical protein
cg0838	helicase family protein
cg0839	hypothetical protein
cg0840	hypothetical protein
cg0841	hypothetical protein
cg0842	putative helicase
cg0843	putative helicase
cg0844	type II restriction enzyme, methylase subunits
cg0845	SNF2 family helicase
cg0847	transcriptional regulator
cg0848	glycosyltransferase
cg0849	nucleoside-diphosphate-sugar pyrophosphorylase
cg0850	hypothetical protein
cg0852	hypothetical protein
cg0853	hypothetical protein
cg0854	phosphomannomutase/phosphoglucomutase
cg0855	hypothetical protein
cg0856	phosphomannose isomerase
cg0858	hypothetical protein
cg0859	hypothetical protein
cg0860	S-adenosyl-L-homocysteine hydrolase
cg0861	thymidylate kinase
cg0862	two-component system response regulator
cg0864	two-component system sensory transduction histidine kinase
cg0865	lipoprotein LpqB
cg0866	hypothetical protein
cg0867	ribosome-associated protein Y
cg0868	preprotein translocase subunit SecA
cg0870	hypothetical protein
cg0871	hypothetical protein
cg0872	hypothetical protein
cg0873	3-phosphoshikimate 1-carboxyvinyltransferase
cg0874	hypothetical protein
cg0875	hypothetical protein
cg0876	RNA polymerase sigma factor RpoE
cg0878	hypothetical protein
cg0879	hypothetical protein
cg0880	hypothetical protein
cg0881	putative helicase
cg0882	hypothetical protein
cg0883	hypothetical protein
cg0884	hypothetical protein
cg0885	putative helicase
cg0886	putative helicase
cg0887	NAD-binding component of Kef-type K+ transport system
cg0888	NTP pyrophosphohydrolase
cg0889	putative helicase
cg0890	hypothetical protein
cg0891	hypothetical protein
cg0892	hypothetical protein
cg0893	hypothetical protein
cg0894	hypothetical protein
cg0895	hypothetical protein
cg0896	hypothetical protein
cg0897	transcriptional regulator
cg0898	pyridoxine biosynthesis protein
cg0899	glutamine amidotransferase subunit PdxT
cg0900	hypothetical protein
cg0901	hypothetical protein
cg0902	hypothetical protein
cg0903	hypothetical protein
cg0905	hypothetical protein
cg0906	hypothetical protein
cg0907	hypothetical protein
cg0908	hypothetical protein
cg0909	hypothetical protein
cg0910	fructose-1,6-bisphosphatase
cg0911	fructose-1,6-bisphosphatase
cg0913	peptide chain release factor 2
cg0914	cell-division ATP-binding protein
cg0915	cell division protein
cg0916	SsrA-binding protein
cg0918	hypothetical protein
cg0919	hypothetical protein
cg0921	siderophore-interacting protein
cg0922	ABC-type cobalamin/Fe3+-siderophore transport system, periplasmic component
cg0923	hypothetical protein
cg0924	ABC-type cobalamin/Fe3+-siderophore transport system, periplasmic component
cg0926	ABC-type cobalamin/Fe3+-siderophore transport system, permease component
cg0927	ABC-type cobalamin/Fe3+-siderophore transport system, permease component
cg0928	ABC-type cobalamin/Fe3+-siderophore transport system, ATPase component
cg0931	aminotransferase
cg0932	hypothetical protein
cg0933	putative helicase
cg0934	hypothetical protein
cg0935	hypothetical protein
cg0936	hypothetical protein
cg0938	cold shock protein
cg0939	hypothetical protein
cg0940	glutamine cyclotransferase
cg0941	hypothetical protein
cg0944	permease
cg0945	rRNA methylase
cg0946	hypothetical protein
cg0947	hypothetical protein
cg0948	phosphoserine aminotransferase
cg0949	type II citrate synthase
cg0950	FKBP-type peptidyl-prolyl cis-trans isomerase 1
cg0951	acetyl-CoA carboxylase beta subunit
cg0952	uncharacterized membrane protein
cg0953	Na+/proline, Na+/panthothenate symporter or related permease
cg0954	hypothetical protein
cg0955	hypothetical protein
cg0957	fatty-acid synthase
cg0958	hypothetical protein
cg0960	hypothetical protein
cg0961	hypothetical protein
cg0962	hypothetical protein
#N/A	hypothetical protein
cg0964	hypothetical protein
cg0965	dihydrofolate reductase
cg0966	thymidylate synthase
cg0967	inositol monophosphatase family protein
cg0968	Lhr-like helicase
cg0969	formamidopyrimidine-DNA glycosylase
cg0970	hypothetical protein
cg0971	hypothetical protein
cg0972	cyanate permease
cg0973	glucose-6-phosphate isomerase
cg0974	hypothetical protein
cg0975	hypothetical protein
cg0976	helicase
cg0977	ABC-type transporter, permease component
cg0978	ABC-type transporter, ATPase component
cg0979	transcriptional regulator
cg0980	metalloendopeptidase-like membrane protein
cg0982	hypothetical protein
